Type,ID,Text,Keywords
oercs.berkeley.edu_appropriate-use-generative-ai-tools,3,"activities and conflict of commitment doing business with uc berkeley ai ethics records management home appropriate use of generative ai tools appropriate use of generative ai tools privacy about privacy preservation, access requests, and transparency selected privacy policies and regulations privacy resources ai risk assessment mitigation guidance from the compliance and enterprise risk committees subcommittee on ai risk (cerc-air) about generative ai tools with the","air, artificialintelligence, assessment, business, cerc, committee, compliance, conflict, enterprise, ethic, generative, guidance, policy, privacy, record, resource, risk, tool, transparency"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,4,"compliance and enterprise risk committees subcommittee on ai risk (cerc-air) about generative ai tools with the emergence of various generative ai tools (e.g., chatgpt, google gemini, dall-e, microsoft copilot, zoom ai companion, adobe acrobat ai assistant, and others), members of the campus community are eager to explore their use in the university context. this advisory guides how to use these tools to support innovation without","air, artificialintelligence, campus, cerc, chatgpt, committee, community, compliance, enterprise, generative, guide, innovation, risk, tool, university"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,5,"in the university context. this advisory guides how to use these tools to support innovation without putting institutional, personal, or proprietary information at risk. in all cases, use should be consistent with uc berkeley’s principles of community and the uc principles of responsible ai summary full report allowable use by data classification publicly-available information protection level p1 can be used in generative ai tools. uc","artificialintelligence, case, community, data, generative, guide, innovation, level, personal, protection, risk, tool, university"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,6,"by data classification publicly-available information protection level p1 can be used in generative ai tools. uc has license agreements for certain ai tools, which provide protection for use with more sensitive information. it is important to be sure you are using licensed tools, rather than individual consumer accounts, to benefit from uc’s contractual protections. please see use of ai tools procured by units separately from","agreement, artificialintelligence, data, generative, important, level, protection, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,7,benefit from uc’s contractual protections. please see use of ai tools procured by units separately from the campus or systemwide agreements mentioned above must also adhere to the approved protection level limitations advised by the unit to ensure compliance with the agreement and appropriate protections relative to the safety features of the tool. units offering such tools should clearly advise staff and users as to,"agreement, artificialintelligence, campus, compliance, level, protection, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,8,features of the tool. units offering such tools should clearly advise staff and users as to the appropriate use and protection level limitations of the ai (and all) tools that they offer. units are encouraged to use and refer people to the campus data classification standard and guidelines for assistance with determining the protection level of data being contemplated for use in unit-provided ai tools.,"artificialintelligence, campus, data, guideline, level, protection, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,9,"assistance with determining the protection level of data being contemplated for use in unit-provided ai tools. prohibited use completion of academic work in manner not allowed by the instructor. unless specifically stated in the ""allowable use"" section above no personal, confidential, proprietary, or otherwise sensitive information may be entered into or generated as output from models or prompts. such information includes: student records subject to","academic, artificialintelligence, data, level, personal, prompt, protection, record, student, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,10,"into or generated as output from models or prompts. such information includes: student records subject to ferpa non-public instructional materials proprietary or unpublished research any other information classified as protection level p2, p3, or p4 (unless specifically allowed under ucs contracts; see list in ""allowable use by data classification"" section above. some generative ai tools, such as openai, explicitly forbid their use for certain categories","artificialintelligence, contract, data, generative, instructional, level, openai, prompt, protection, record, research, student, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,11,"section above. some generative ai tools, such as openai, explicitly forbid their use for certain categories of activity, including harassment, discrimination, and other illegal activities. an example of this can be found in found in openais usage policy document this is also consistent with uc berkeley’s principles of community additional consultation needed new uses of ai: if you are considering new use of generative ai","artificialintelligence, community, consultation, discrimination, generative, openai, policy, tool, usage"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,12,"additional consultation needed new uses of ai: if you are considering new use of generative ai in your studies or work, it is your responsibility to consider the ethics and risks involved and obtain approval from your instructor/responsible unit head. be sure to take the ai essentials training and consult cerc-air committee that assesses and offers guidance for mitigating ai risks use of ai that","air, artificialintelligence, cerc, committee, consultation, ethic, generative, guidance, risk, training"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,13,"consult cerc-air committee that assesses and offers guidance for mitigating ai risks use of ai that involves highly-consequential automated decision-making requires extreme caution and should not be employed without prior consultation with appropriate campus entities, including the responsible unit head, as such use could put the university and individuals as significant risk. examples include, but are not limited to: legal analysis or advice recruitment, personnel,","advice, air, artificialintelligence, campus, cerc, committee, consultation, guidance, risk, university"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,14,"as significant risk. examples include, but are not limited to: legal analysis or advice recruitment, personnel, or disciplinary decision-making seeking to replace work currently done by represented employees security tools using facial recognition grading or assessment of student work personal liability: please note that certain generative ai tools use click-through agreements. click-through agreements, including openai and chatgpt terms of use, are contracts. individuals who accept","advice, agreement, artificialintelligence, assessment, chatgpt, contract, generative, openai, personal, risk, security, student, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,15,"click-through agreements. click-through agreements, including openai and chatgpt terms of use, are contracts. individuals who accept click-through agreements without delegated signature authority may face personal consequences, including responsibility for compliance with terms and conditions. business contracts faq using ai with library digital resources before using or training ai tools with materials acquired from library-licensed resources or databases, researchers must comply with varying license agreement terms.","agreement, artificialintelligence, business, chatgpt, compliance, contract, digital, library, openai, personal, resource, tool, training"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,16,"with materials acquired from library-licensed resources or databases, researchers must comply with varying license agreement terms. violations can result in personal liability and campus-wide loss of access to critical research resources. see: before you scrape and before you train ."" for questions regarding privacy with ai tools, contact for questions regarding appropriate use of ai tools, the uc artificial intelligence risk assessment guide is helpful","agreement, artificialintelligence, assessment, campus, guide, library, personal, privacy, research, resource, risk, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,17,"questions regarding appropriate use of ai tools, the uc artificial intelligence risk assessment guide is helpful starting point. rationale for the above guidance per uc legal office of the general counsel’s legal alert: artificial intelligence tools (march 2024) ""[ai] is tool that calls for the same type of analysis as any other third-party service or product. indeed, like any tool utilized by uc, whether for","artificialintelligence, assessment, guidance, guide, office, risk, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,18,"as any other third-party service or product. indeed, like any tool utilized by uc, whether for education, research, health care, or operational purposes, ai tools and their terms of use are subject to all uc policies regarding third parties and their access to uc data, such as those relating to procurement, research, privacy, data security, accessibility and employee, faculty, and student conduct. …. “unless specific","accessibility, artificialintelligence, data, education, faculty, health, policy, privacy, research, security, student, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,19,"to procurement, research, privacy, data security, accessibility and employee, faculty, and student conduct. …. “unless specific precautions are taken, any content that is provided to generative ai tools can be saved and reused by the company offering the tool (e.g., openai for chatgpt) and their affiliates. providing data to generative ai tool requires the same analysis as when uc provides data to any service vendor,","accessibility, artificialintelligence, chatgpt, data, faculty, generative, openai, privacy, research, security, student, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,20,"generative ai tool requires the same analysis as when uc provides data to any service vendor, research partner, or other third party. therefore, unless units enter into properly negotiated agreements with these companies, which would include privacy, confidentiality, security, accessibility and intellectual property terms consistent with uc policy and appropriate for the types of information at issue, units are prohibited from providing any information that","accessibility, agreement, artificialintelligence, data, generative, policy, privacy, research, security, tool"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,21,"appropriate for the types of information at issue, units are prohibited from providing any information that could be construed as confidential information of uc, or confidential information of third party. such disclosure could cause uc to be in violation of statutory or contractual requirements.” additional resources and guidance hub website for ai at uc berkeley ai in teaching learning from research, teaching learning understanding ai","artificialintelligence, disclosure, guidance, learn, research, resource, teach"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,22,"website for ai at uc berkeley ai in teaching learning from research, teaching learning understanding ai writing tools and their uses for teaching and learning at uc berkeley hub website for ai systemwide at university of california uc artificial intelligence risk assessment guide law and uc policy applicable to ai last updated: july 25, 2025 home credits office of the chancellor 711 ca relay service","applicable, artificialintelligence, assessment, guide, law, learn, office, policy, research, risk, teach, tool, university, write"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,23,"ai last updated: july 25, 2025 home credits office of the chancellor 711 ca relay service powered by open berkeley accessibility statement nondiscrimination policy statement privacy statement copyright 2026 uc regents; all rights reserved back to top","accessibility, artificialintelligence, office, open, policy, privacy, statement"
poorvucenter.yale.edu_AIguidance,1,ai guidelines poorvu center for teaching and learning skip to main content poorvu center for teaching and learning menu yale university get help with... spaces about us events news am a... undergraduate student graduate student yale faculty new instructor at yale staff member lifelong learner postdoctoral scholar search ask poorvu poorvu center for teaching and learning learning learning learning explore learning academic strategies disability neurodiversity,"academic, artificialintelligence, event, faculty, graduate, guideline, learn, news, space, strategy, student, teach, university"
poorvucenter.yale.edu_AIguidance,2,"poorvu poorvu center for teaching and learning learning learning learning explore learning academic strategies disability neurodiversity support first-generation, low-income students help with humanities social sciences help with language study help with stem stem tutoring learning with canvas yale online courses history of online learning online learning platforms learning resource library writing writing writing explore writing graduate writing lab writing consultations workshops and panels peer-review groups","academic, consultation, graduate, learn, library, resource, review, science, strategy, student, teach, workshop, write"
poorvucenter.yale.edu_AIguidance,3,library writing writing writing explore writing graduate writing lab writing consultations workshops and panels peer-review groups retreats and all writes public speaking programs the graduate writing lab newsletter yale college writing center residential college writing tutors writing partner drop-in hours weekly and fellowship writing partners about the writing partners poorvu center writing contest writing resources for undergraduates writing resources for graduate students teaching teaching teaching,"consultation, graduate, library, program, resource, review, student, teach, workshop, write"
poorvucenter.yale.edu_AIguidance,4,poorvu center writing contest writing resources for undergraduates writing resources for graduate students teaching teaching teaching explore teaching guiding framework for teaching teaching fellowships and funding mcdougal graduate teaching fellows program faculty fellows teaching programs and events certificate of college teaching preparation faculty teaching academy teaching consultations and observations canvas yale instructional tools teaching with yale online history of online learning online learning platforms online,"consultation, event, faculty, framework, graduate, guide, instructional, learn, program, resource, student, teach, tool, write"
poorvucenter.yale.edu_AIguidance,5,canvas yale instructional tools teaching with yale online history of online learning online learning platforms online program process online program policies teaching resource library ai guidance for teachers assessment assessment assessment explore assessment educational program assessment consultations support educational research workshops on program assessment approaches methods resources on educational program assessment classroom assessment how we assess the poorvu center’s impact recording recording recording explore recording,"artificialintelligence, assessment, classroom, consultation, educational, guidance, impact, instructional, learn, library, policy, program, record, research, resource, teach, tool, workshop"
poorvucenter.yale.edu_AIguidance,6,program assessment classroom assessment how we assess the poorvu center’s impact recording recording recording explore recording production types production process online education podcasts lecture capture yale university get help with... spaces about us events news am a... undergraduate student graduate student yale faculty new instructor at yale staff member lifelong learner postdoctoral scholar search ask poorvu ai guidelines “rather than wait to see how ai,"artificialintelligence, assessment, classroom, education, event, faculty, graduate, guideline, impact, news, program, record, space, student, university"
poorvucenter.yale.edu_AIguidance,7,"lifelong learner postdoctoral scholar search ask poorvu ai guidelines “rather than wait to see how ai will develop, we encourage our colleagues across yale to proactively lead the development of ai by utilizing, critiquing, and examining the technology.” report of the yale task force on artificial intelligence ai guidance for students while the fundamentals of teaching and learning have not changed, we understand that students","artificialintelligence, development, guidance, guideline, learn, student, teach, technology"
poorvucenter.yale.edu_AIguidance,8,"for students while the fundamentals of teaching and learning have not changed, we understand that students must be prepared to lead in an ai-infused world. generative ai may be used to enhance student learning in variety of ways, ranging from summarization to problem-solving. the poorvu center works with students to prioritize their learning while experimenting with available ai tools and understanding how best to use","artificialintelligence, generative, learn, problem, solve, student, teach, tool, world"
poorvucenter.yale.edu_AIguidance,9,"to prioritize their learning while experimenting with available ai tools and understanding how best to use those tools in compliance with individual course policies and guidelines. ai guidance for students ai guidance for instructors using collaborative approach, the poorvu center engages with faculty and students in discussions around ai with focus on learning from each other as we chart path forward. we work with faculty","artificialintelligence, compliance, engage, faculty, guidance, guideline, instructors, learn, policy, student, tool"
poorvucenter.yale.edu_AIguidance,10,with focus on learning from each other as we chart path forward. we work with faculty to help evolve curricula to incorporate discussions around ai into course content and provide resources and guidance to assist in making informed decisions about whether or not to infuse ai in their teaching. ai guidance for instructors ai at yale yale is positioned to lead in the exploration of,"artificialintelligence, faculty, guidance, instructors, learn, resource, teach"
poorvucenter.yale.edu_AIguidance,11,"ai guidance for instructors ai at yale yale is positioned to lead in the exploration of ai’s ethical and societal impacts, and the poorvu center embraces the opportunity to lead discussions around the use of ai in teaching and learning. the university is committed to investing in ai technology and resources to assist students, faculty, and staff engage with the technology using critical lens to","artificialintelligence, engage, ethical, faculty, guidance, impact, instructors, learn, opportunity, resource, student, teach, technology, university"
poorvucenter.yale.edu_AIguidance,12,"and resources to assist students, faculty, and staff engage with the technology using critical lens to explore its benefits and limitations. only then can we make educated and informed decisions about whether or not to incorporate its use in the classroom and beyond. ai at yale yale has the opportunity to serve as model by adapting its curricula to prepare students to lead in advancing","adapt, artificialintelligence, classroom, engage, faculty, opportunity, resource, student, technology"
poorvucenter.yale.edu_AIguidance,13,opportunity to serve as model by adapting its curricula to prepare students to lead in advancing and considering the implications of ai. report of the yale task force on artificial intelligence additional resources learn more about the work being done in the poorvu center and across the university around ai. yale task force on artificial intelligence ai literacy framework clarity ai platform poorvu center 301,"adapt, artificialintelligence, framework, learn, opportunity, resource, student, university"
poorvucenter.yale.edu_AIguidance,14,"ai. yale task force on artificial intelligence ai literacy framework clarity ai platform poorvu center 301 york st., new haven, ct 06511 poorvu north kline tower, 219 prospect st., new haven teaching studios 135 college st., new haven ai guidelines about us reserve room discover upcoming events find staff member facebook instagram (formally twitter) youtube accessibility at yale privacy policy copyright 2026 yale university. all","accessibility, artificialintelligence, event, framework, guideline, policy, privacy, teach, university"
poorvucenter.yale.edu_AIguidance,15,member facebook instagram (formally twitter) youtube accessibility at yale privacy policy copyright 2026 yale university. all rights reserved.,"accessibility, policy, privacy, university"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,1,guidelines for using chatgpt and other generative ai tools at harvard office of the provost skip to main content arrow_circle_down office of the provost menu close menu search search search office of the provost about about expand_more reports and statements contact initiatives initiatives expand_more interfaculty initiatives open inquiry and academic freedom non-discrimination and anti-bullying (ndab) policies update harvard online steering committee on human remains in,"academic, arrow, artificialintelligence, chatgpt, committee, discrimination, generative, guideline, human, initiative, office, open, policy, statement, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,2,academic freedom non-discrimination and anti-bullying (ndab) policies update harvard online steering committee on human remains in university museum collections university accessibility committee (uac) harvard the legacy of slavery implementation committee for student mental health and wellness allston offices leadership policies resources resources expand_more funding academic unionization breadcrumbs home chevron_right guidelines for using chatgpt and other generative ai tools at harvard guidelines for using chatgpt and,"academic, accessibility, artificialintelligence, chatgpt, committee, discrimination, generative, guideline, health, human, policy, resource, student, tool, university"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,3,"guidelines for using chatgpt and other generative ai tools at harvard guidelines for using chatgpt and other generative ai tools at harvard dear members of the harvard community, we write today with initial guidelines on the use and procurement of generative artificial intelligence (ai) tools, such as openai’s chatgpt and google bard. the university supports responsible experimentation with generative ai tools, but there are important","artificialintelligence, chatgpt, community, generative, guideline, important, tool, university, write"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,4,"and google bard. the university supports responsible experimentation with generative ai tools, but there are important considerations to keep in mind when using these tools, including information security and data privacy, compliance, copyright, and academic integrity. generative ai is rapidly evolving technology, and the university will continue to monitor developments and incorporate feedback from the harvard community to update our guidelines accordingly. initial guidelines for","academic, artificialintelligence, community, compliance, data, development, generative, guideline, important, integrity, privacy, security, technology, tool, university"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,5,"developments and incorporate feedback from the harvard community to update our guidelines accordingly. initial guidelines for use of generative ai tools: protect confidential data: you should not enter data classified as confidential (level and above), including non-public research data, into publicly-available generative ai tools, in accordance with the university’s information security policy information shared with generative ai tools using default settings is not private and","artificialintelligence, community, data, development, generative, guideline, level, policy, research, security, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,6,"information security policy information shared with generative ai tools using default settings is not private and could expose proprietary or sensitive information to unauthorized parties. you are responsible for any content that you produce or publish that includes ai-generated material: ai-generated content can be inaccurate, misleading, or entirely fabricated (sometimes called “hallucinations”), or may contain copyrighted material. review your ai-generated content before publication. adhere to","artificialintelligence, generative, policy, review, security, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,7,"(sometimes called “hallucinations”), or may contain copyrighted material. review your ai-generated content before publication. adhere to current policies on academic integrity: review your school’s student and faculty handbooks and policies. we expect that schools will be developing and updating their policies as we better understand the implications of using generative ai tools. in the meantime, faculty should be clear with students they’re teaching and advising","academic, artificialintelligence, faculty, generative, integrity, policy, review, school, student, teach, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,8,"generative ai tools. in the meantime, faculty should be clear with students they’re teaching and advising about their policies on permitted uses, if any, of generative ai in classes and on academic work. students are also encouraged to ask their instructors for clarification about these policies as needed. be alert for ai-enabled phishing: generative ai has made it easier for malicious actors to create sophisticated","academic, artificialintelligence, class, create, faculty, generative, instructors, policy, student, teach, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,9,alert for ai-enabled phishing: generative ai has made it easier for malicious actors to create sophisticated scams at far greater scale. continue to follow security best practices and report suspicious messages to phishing@harvard.edu connect with huit before procuring generative ai tools: the university is working to ensure that tools procured on behalf of harvard have the appropriate privacy and security protections and provide the best,"artificialintelligence, create, generative, practice, privacy, protection, security, tool, university"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,10,"procured on behalf of harvard have the appropriate privacy and security protections and provide the best use of harvard funds. if you have procured or are considering procuring generative ai tools or have questions, contact huit at ithelp@harvard.edu vendor generative ai tools must be assessed for risk by harvard’s information security and data privacy office prior to use it is important to note that these","artificialintelligence, data, generative, important, office, privacy, protection, risk, security, tool"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,11,"information security and data privacy office prior to use it is important to note that these guidelines are not new university policy; rather, they leverage existing university policies. you can find more information about generative ai, including survey to collect data on its potential use, on the huit website which will be updated as new information becomes available. sincerely, alan m. garber provost meredith weenick","artificialintelligence, data, generative, guideline, important, leverage, office, policy, privacy, security, university"
provost.harvard.edu_guidelines-using-chatgpt-and-other-generative-ai-tools-harva,12,"which will be updated as new information becomes available. sincerely, alan m. garber provost meredith weenick executive vice president klara jelinkova vice president and university chief information officer location_on harvard university massachusetts hall cambridge, ma 02138 usa smartphone 617-495-1501 email related links office of the president admin login copyright 2026 the president and fellows of harvard college accessibility digital accessibility report copyright infringement info practices","accessibility, digital, office, practice, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,1,"guidelines for the use of generative ai tools office of the provost skip to main content yale university open main navigation close main navigation office of the provost people committees policies faculty resources research academic priorities budget news home news guidelines for the use of generative ai tools guidelines for the use of generative ai tools wednesday, september 20, 2023 [summary: the following message provides","academic, artificialintelligence, committee, faculty, generative, guideline, news, office, open, policy, research, resource, tool, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,2,"for the use of generative ai tools wednesday, september 20, 2023 [summary: the following message provides guidance to all members of the yale community regarding the responsible use of generative ai.] dear members of the yale community, publicly available generative artificial intelligence (ai) tools such as chatgpt, bing, midjourney, and bard have garnered tremendous attention in the past year. the field of generative ai is","artificialintelligence, chatgpt, community, generative, guidance, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,3,"and bard have garnered tremendous attention in the past year. the field of generative ai is developing rapidly. while its precise impacts are unknown, this technology will transform how we learn, teach, conduct research, and carry out daily tasks. we encourage you to experiment with ai tools. as you explore ai’s potential, please adhere to the following general guidelines, which align with existing university policies","artificialintelligence, generative, guideline, impact, learn, policy, research, teach, technology, tool, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,4,"explore ai’s potential, please adhere to the following general guidelines, which align with existing university policies and uphold our institutional commitment to safety, security, and academic integrity. 1. protect yale’s confidential information and your own. do not enter confidential or legally restricted data or any data that yale’s data classification policy identifies as moderate or high-risk into an ai tool. if you are not sure","academic, artificialintelligence, data, guideline, integrity, policy, risk, security, tool, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,5,"classification policy identifies as moderate or high-risk into an ai tool. if you are not sure whether you should share certain data, please review yale’s data classification policy 2. assume all information shared will be made public. treat all information shared with an ai tool as if it will become public. do not share information that is personal or sensitive, and be mindful that the","artificialintelligence, data, personal, policy, review, risk, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,6,"become public. do not share information that is personal or sensitive, and be mindful that the information you input into an ai tool may be retained. 3. always follow academic integrity guidelines and institutional standards of conduct. all students and faculty are expected to know and adhere to their school’s academic integrity policies. faculty members are expected to provide clear instructions on the permitted use","academic, artificialintelligence, faculty, guideline, integrity, personal, policy, school, student, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,7,"school’s academic integrity policies. faculty members are expected to provide clear instructions on the permitted use of generative ai tools for academic work and requirements for attribution. likewise, students are expected to follow their instructors’ guidelines about permitted use of ai for coursework. 4. be alert for bias and inaccuracy. ai-generated responses can be biased, inaccurate, inappropriate, or may contain unauthorized copyrighted information. we are","academic, artificialintelligence, bias, coursework, faculty, generative, guideline, instructors, integrity, policy, school, student, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,8,"inaccuracy. ai-generated responses can be biased, inaccurate, inappropriate, or may contain unauthorized copyrighted information. we are each responsible for the content of our work product. always review and verify outputs generated by ai tools, especially before publication. 5. protect yourself and your credentials. never share your yale netid and password with ai tools, and always be aware of phishing schemes. for information, tips, and toolkits","artificialintelligence, bias, review, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,9,"password with ai tools, and always be aware of phishing schemes. for information, tips, and toolkits on cybersafe practices, visit yale’s cybersecurity website which also includes information about security policies and standards. 6. seek support. the university is working to support procurement practices that coordinate shared interests and minimize institutional risk. if you are considering acquiring an ai product, please conduct an initial review of","artificialintelligence, policy, practice, review, risk, security, tool, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,10,"institutional risk. if you are considering acquiring an ai product, please conduct an initial review of the tool to ensure that it conforms to institutional security requirements. use yale’s purchasing intake portal or contact generative ai is evolving quickly, as is institutional support for utilizing these tools. for up-to-date recommendations on teaching and learning, please visit the poorvu center’s webpage on “ai guidance.” detailed ai","artificialintelligence, generative, guidance, learn, review, risk, security, teach, tool"
provost.yale.edu_news_guidelines-use-generative-ai-tools,11,"recommendations on teaching and learning, please visit the poorvu center’s webpage on “ai guidance.” detailed ai guidelines for staff are available on yale’s data governance website as university community dedicated to exchanging ideas, disseminating knowledge, and fostering climate for breakthrough discoveries, we will embrace technological tools and harness their power for innovation. we must do this safely and responsibly. we thank you for your efforts","artificialintelligence, community, data, governance, guidance, guideline, idea, innovation, learn, teach, tool, university"
provost.yale.edu_news_guidelines-use-generative-ai-tools,12,"power for innovation. we must do this safely and responsibly. we thank you for your efforts in adhering to these guidelines. sincerely, scott a. strobel provost jack f. callahan senior vice president for operations john p. barden vice president for information technology archives december 2025 (1) october 2025 (1) september 2025 (1) august 2025 (1) july 2025 (1) june 2025 (1) april 2025 (1) march","guideline, innovation, technology"
provost.yale.edu_news_guidelines-use-generative-ai-tools,13,"september 2025 (1) august 2025 (1) july 2025 (1) june 2025 (1) april 2025 (1) march 2025 (1) february 2025 (3) january 2025 (1) december 2024 (1) august 2024 (1) next last yale accessibility at yale privacy policy copyright 2026 yale university all rights reserved office of the provost p.o. box 208333, new haven, ct 06520-8365 contact us facebook twitter itunes youtube sina weibo tumblr","accessibility, office, policy, privacy, university"
registrar.gse.harvard.edu_AI-policy,1,hgse ai policy office of the registrar skip to main content arrow_circle_down office of the registrar harvard graduate school of education menu close menu search search search academic calendar contact forms student handbook my.harvard help office of the registrar harvard graduate school of education learning learning expand_more enrollment course evaluations policies and forms communications to hgse students teaching teaching expand_more academic planning academic advising report,"academic, arrow, artificialintelligence, education, enrollment, graduate, hgse, learn, office, policy, school, student, teach"
registrar.gse.harvard.edu_AI-policy,2,evaluations policies and forms communications to hgse students teaching teaching expand_more academic planning academic advising report records records expand_more transcripts enrollment and degree verification replacement diploma notarization and apostille data requests breadcrumbs home chevron_right learning chevron_right policies and forms chevron_right hgse ai-policy hgse ai policy learning learning expand_more enrollment enrollment expand_more fall and spring registration course catalog updates non-degree registration registration and course credit policies,"academic, artificialintelligence, data, enrollment, hgse, learn, policy, record, student, teach"
registrar.gse.harvard.edu_AI-policy,3,enrollment expand_more fall and spring registration course catalog updates non-degree registration registration and course credit policies cross registration tuition assistance program (tap) registration registration expand_more field experience and independent study courses course evaluations policies and forms policies and forms expand_more auditing student bill tuition rates hgse ai-policy ferpa forms communications to hgse students hgse policy on student use of generative artificial intelligence in academic work,"academic, artificialintelligence, enrollment, experience, generative, hgse, policy, program, student"
registrar.gse.harvard.edu_AI-policy,4,"communications to hgse students hgse policy on student use of generative artificial intelligence in academic work academic year 2025-2026 generative artificial intelligence (ai) poses both great opportunities and great challenges for the field of education. tools such as chatgpt, dall-e, and github copilot are having profound influence on teaching and learning and on your role as education practitioners and leaders. your time at hgse is","academic, artificialintelligence, chatgpt, education, generative, hgse, learn, opportunity, policy, student, teach, tool"
registrar.gse.harvard.edu_AI-policy,5,"and learning and on your role as education practitioners and leaders. your time at hgse is an opportunity to learn to leverage such tools to produce more equitable access to and deeper engagement in education. hgse encourages responsible experimentation with generative ai tools, but there are important considerations to keep in mind when using these tools, including information security and data privacy, copyright issues, the","artificialintelligence, data, education, generative, hgse, important, learn, leverage, opportunity, privacy, security, tool"
registrar.gse.harvard.edu_AI-policy,6,"keep in mind when using these tools, including information security and data privacy, copyright issues, the trustworthiness of the content they generate, and academic integrity. the implications of using generative ai for your own learning are equally salient. it might be possible to use this technology to complete some class assignments while doing little work yourself, but short cutting the process of thinking and writing","academic, artificialintelligence, assignment, class, data, generative, integrity, learn, privacy, security, technology, tool, write"
registrar.gse.harvard.edu_AI-policy,7,"class assignments while doing little work yourself, but short cutting the process of thinking and writing in this way would rob you of the learning you came to hgse to experience. at its best, generative ai can be like tutor or thought partner with unlimited time to help you learn but it should not be used to do the cognitive work for you, or else","artificialintelligence, assignment, class, experience, generative, hgse, learn, write"
registrar.gse.harvard.edu_AI-policy,8,"learn but it should not be used to do the cognitive work for you, or else your own learning will be greatly diminished. the following guidelines aim to ensure that, in your academic work at hgse, you use generative ai when it can help you learn and not when it is hindrance. if you have any doubt about whether specific use of generative ai is","academic, artificialintelligence, generative, guideline, hgse, learn"
registrar.gse.harvard.edu_AI-policy,9,"it is hindrance. if you have any doubt about whether specific use of generative ai is permitted for an assignment or course, you are responsible for discussing it with your instructor prior to using it. unless otherwise specified by your instructor, it is violation of the hgse academic integrity policy to use generative ai to create all or part of an assignment for course (e.g.,","academic, artificialintelligence, assignment, create, generative, hgse, integrity, policy"
registrar.gse.harvard.edu_AI-policy,10,"policy to use generative ai to create all or part of an assignment for course (e.g., paper, memo, presentation, or short response) and submit it as your own. this rule parallels other rules. you may not ask another person to complete your assignment for course. you may not copy from something someone else has created or re-write in your own words something someone else has","artificialintelligence, assignment, create, generative, policy, write"
registrar.gse.harvard.edu_AI-policy,11,"from something someone else has created or re-write in your own words something someone else has written, without proper attribution. permissible uses of generative ai in hgse coursework include seeking clarification on concepts, brainstorming ideas, or generating scenarios that help contextualize what you are learning. for instance, it is fine to use ai-powered web search and to have “conversations” with tools like chatgpt to help","artificialintelligence, chatgpt, concept, coursework, create, generative, hgse, idea, learn, tool, write"
registrar.gse.harvard.edu_AI-policy,12,"fine to use ai-powered web search and to have “conversations” with tools like chatgpt to help you explore ideas, refine your thinking, identify examples, and better understand course material. it is also acceptable to use generative ai to draft emails to instructors, students, and others in the hgse community that are not being submitted as coursework. for any permitted use of genai tools, you must","artificialintelligence, chatgpt, community, coursework, draft, genai, generative, hgse, idea, instructors, student, tool"
