Type,ID,Text,Keywords
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,9,"appropriate, consider offering alternate assignments or supports for students who have objections to using genai. approved by the generative ai and teaching committee (gait) on 3/31/25. approved by the ept as resources for guidance to faculty on 5/2/2025. navigation center for teaching excellence about the center for teaching excellence (cte) programs special events resources course design making your course more accessible adapted from update your","adapt, artificialintelligence, assignment, event, excellence, faculty, genai, generative, guidance, program, resource, student, teach"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,10,"(cte) programs special events resources course design making your course more accessible adapted from update your course syllabus for chatgpt by ryan watkins. adapted from the mla student guide to ai literacy. adapted from the mla student guide to ai literacy. adapted from the aac&u student guide to artificial intelligence. adapted from the aac&u student guide to artificial intelligence. ith lib ra ria 11/19/25, 5:56","adapt, artificialintelligence, chatgpt, event, guide, program, resource, student"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,11,"intelligence. adapted from the aac&u student guide to artificial intelligence. ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 2/4 example showcase teaching tips generative artificial intelligence (genai) teaching with generative ai deciding on appropriate use of genai in academic classes communicating your genai expectations to your students ways gw faculty are using genai services get research","academic, adapt, artificialintelligence, class, communicate, expectation, faculty, genai, generative, guide, library, research, student, teach"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,12,"communicating your genai expectations to your students ways gw faculty are using genai services get research help course reserves open affordable course materials research instruction book/media requests 2130 street nw washington, dc 20052 gelman@gwu.edu ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 3/4 mailto:gelman@gwu.edu my account contact gw libraries staff login campus advisories eo/nondiscrimination policy website","academic, communicate, expectation, faculty, gelmangwu, genai, library, policy, research, student"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,13,"academic innovation 3/4 mailto:gelman@gwu.edu my account contact gw libraries staff login campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 4/4","academic, accessibility, barrier, communicate, expectation, gelmangwu, genai, library, policy, privacy, student"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",1,"cybersecurity risk policy office of ethics, compliance, and risk the george washington university office of ethics, compliance, and risk report concern cybersecurity risk policy policy summary managing cybersecurity risk is critical to maintaining the confidentiality, integrity, and availability of the university’s information technology resources (“gw it resources”). this policy outlines the george washington university’s (“gw” or “university”) responsibilities in assessing and managing cybersecurity risk and","compliance, cybersecurity, ethic, integrity, office, policy, resource, risk, technology, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",2,"outlines the george washington university’s (“gw” or “university”) responsibilities in assessing and managing cybersecurity risk and authorized users’ (hereinafter defined) duty to protect gw it resources. who is governed by this policy this policy applies to all university students, faculty, staff, and all other individuals and entities including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers (collectively, “authorized users”). policy","authorize, cybersecurity, employee, faculty, policy, protect, researcher, resource, risk, student, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",3,"not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers (collectively, “authorized users”). policy gw information technology (“gw it”) will assess the university’s cybersecurity risk and manage any identified risk for the purpose of eliminating or minimizing the likelihood and impact of threats and vulnerabilities to the greatest extent practical. gw it manages and mitigates cybersecurity risk by, among other things, establishing policies","authorize, cybersecurity, employee, policy, researcher, risk, technology"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",4,"greatest extent practical. gw it manages and mitigates cybersecurity risk by, among other things, establishing policies and guidance on the use of gw it resources, instituting cybersecurity risk standards and procedural controls, and providing security awareness training for authorized users. any data stored or processed using gw it resources falls within the scope of this policy which is governed by the it cybersecurity risk management","authorize, control, cybersecurity, data, guidance, policy, resource, risk, security"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",5,"falls within the scope of this policy which is governed by the it cybersecurity risk management standard. the standard outlines requirements and processes for assessing and managing the cybersecurity risk associated with those gw it resources that collect, transmit, store, or process data used to accomplish university operations such as research, teaching, learning, and administrative support. gw it is responsible for detecting suspected or known","administrative, cybersecurity, data, learn, policy, requirement, research, resource, risk, teach, transmit, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",6,"as research, teaching, learning, and administrative support. gw it is responsible for detecting suspected or known security threats or emerging indications of compromised systems. gw it accomplishes this by evaluating the content of university systems, network behavior, and third-party technology products and services acquired by the university. gw it is also responsible for making decisions for network and cybersecurity defensive measures that protect the confidentiality,","administrative, cybersecurity, evaluate, learn, measure, product, protect, research, security, system, teach, technology, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",7,"is also responsible for making decisions for network and cybersecurity defensive measures that protect the confidentiality, integrity, and availability of gw it resources. in addition to the responsibilities of gw it, authorized users play an important role in mitigating cybersecurity risk while using gw it resources both on campus and when accessing gw it resources remotely. authorized users are required to: comply with gw’s acceptable","acceptable, authorize, cybersecurity, gws, integrity, measure, protect, resource, risk"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",8,"and when accessing gw it resources remotely. authorized users are required to: comply with gw’s acceptable use of it resources policy. comply with gw’s identity and access management policy and standards. complete assigned security awareness training. understand and observe their responsibilities related to their stewardship of data and services, including compliance with the university’s data classification and protection guide. home policies find policy alphabetical policy","acceptable, authorize, classification, compliance, data, guide, gws, identity, policy, protection, resource, security"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",9,"including compliance with the university’s data classification and protection guide. home policies find policy alphabetical policy listing cybersecurity risk policy |ethics compliance reporting policies conflicts of interest commitment protection of minors about us 12/7/25, 9:10 am cybersecurity risk policy office of ethics, compliance, and risk the george washington university 1/3 safeguard the confidentiality, integrity, and availability of the university’s information residing on or connected to","classification, compliance, cybersecurity, data, ethic, guide, integrity, office, policy, protection, risk, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",10,"1/3 safeguard the confidentiality, integrity, and availability of the university’s information residing on or connected to gw it resources. only use university-managed or approved devices to conduct gw activities, to the greatest extent possible. in circumstances when non-gw-managed device is used to conduct gw activities, follow the university’s data classification and protection guide. have all software or hardware to be used on the university network","activity, classification, data, device, guide, integrity, protection, resource, software, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",11,"classification and protection guide. have all software or hardware to be used on the university network reviewed or assessed by gw it consistent with the procure to pay purchasing review process prior to the acquisition or installation. in addition, authorized users conducting research activities may unintentionally be at greater risk of exposure to malware or other vulnerabilities that may degrade gw it resources and put","activity, authorize, classification, guide, protection, research, resource, review, risk, software, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",12,"risk of exposure to malware or other vulnerabilities that may degrade gw it resources and put gw research information at risk for fraud, theft, or misappropriation. accordingly, research activities that involve use of gw it resources must be conducted in compliance with university policies, office of vice provost of research requirements, and applicable laws and regulations. this may include, but is not limited to, agreements","activity, applicable, compliance, law, office, policy, provost, requirement, research, resource, risk, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",13,"research requirements, and applicable laws and regulations. this may include, but is not limited to, agreements and plans that outline data use and protection and obtaining the appropriate security reviews and approvals prior to project initiation. enforcement and penalties non-compliance with this policy may result in restriction and possible loss of access to gw it resources. non-compliance may also result in disciplinary action up to","applicable, approval, compliance, data, law, loss, policy, protection, requirement, research, resource, review, security"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",14,"loss of access to gw it resources. non-compliance may also result in disciplinary action up to and including termination (employees) or suspension/expulsion (students). definitions authorized users: all university students, faculty, and staff. it also applies to all other individuals and entities granted use of gw it resources, including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it resources: any","authorize, compliance, employee, faculty, loss, researcher, resource, student, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",15,"not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it resources: any technology resource or equipment that supports one or more functional objectives of the university. this includes any system, service, or physical facility owned, contracted, or managed by the university to acquire, store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones, tablets, storage","computer, data, employee, facility, mobile, objective, owned, physical, researcher, resource, scan, software, system, technology, transmit, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",16,"transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones, tablets, storage devices necessary for security and surveillance). related information acceptable use of it resources policy gw it cybersecurity risk management standards procurement policy data classification and protection guide privacy of personal information policy privacy of student records records management policy contacts contact phone number email address gw information security 202-994-4948","acceptable, classification, computer, cybersecurity, data, device, guide, mobile, personal, phone, policy, privacy, protection, record, resource, risk, scan, security, software, student, transmit"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",17,"of student records records management policy contacts contact phone number email address gw information security 202-994-4948 infosec@gwu.edu 12/7/25, 9:10 am cybersecurity risk policy office of ethics, compliance, and risk the george washington university 2/3 mailto:infosec@gwu.edu responsible university official: vice provost for libraries and information technology responsible office: gw information technology origination date: october 18, 2023 last material change: n/a next scheduled review: august 2025 to","compliance, cybersecurity, ethic, library, office, phone, policy, provost, record, review, risk, security, student, technology, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",18,"technology origination date: october 18, 2023 last material change: n/a next scheduled review: august 2025 to provide feedback on this policy, please contact the responsible office(s) listed above or the office of ethics, compliance, and risk. more information describing university policies is outlined in the university policy principles. noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk email","compliance, ethic, office, policy, review, risk, technology, university"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",19,"with this policy can be reported through this website. office of ethics, compliance, and risk email the office report concern call the office campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 12/7/25, 9:10 am cybersecurity risk policy office of ethics, compliance, and risk the george washington university 3/3 mailto:comply@gwu.edu","accessibility, barrier, compliance, cybersecurity, ethic, office, policy, privacy, risk, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,1,"data classification guide gw information technology the george washington university information technology get help explore tools services tools services by category administrative and business business capability and process automation data, reporting, and analytics data management business intelligence services data integration data lake data governance data reporting institutional data data governance center data classification protection data classification guide data protection guide data quality data stewardship data","administrative, capability, classification, data, explore, guide, protection, quality, technology, tool, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,2,governance center data classification protection data classification guide data protection guide data quality data stewardship data sharing data awareness financial and procurement systems human resource systems student information systems communication and collaboration desktop and mobile computing it professional services information security infrastructure data classification guide data classification is the means used to define and categorize files and critical business information based on the data’s level,"classification, collaboration, data, guide, human, level, mobile, protection, quality, resource, security, student, system"
Data Classification Guide _ GW Information Technology _ The George Washington University,3,"means used to define and categorize files and critical business information based on the data’s level of sensitivity, value and criticality, including the scope in which the data can be shared. gw institutional data classification levels are regulated, home explore tools services tools services by category administrative and business data, reporting, and analytics data management data governance data classification protection data classification guide |get started","administrative, classification, data, explore, guide, level, protection, regulate, sensitivity, tool"
Data Classification Guide _ GW Information Technology _ The George Washington University,4,"data, reporting, and analytics data management data governance data classification protection data classification guide |get started support security academic technology explore tools services gw status about 11/19/25, 5:32 am data classification guide gw information technology the george washington university 1/4 research teaching and learning for faculty for staff for students for researchers for alumni for affiliates for visitors restricted and public. classification level description regulated","academic, classification, data, explore, faculty, guide, learn, level, protection, public, regulate, research, researcher, restrict, security, student, teach, technology, tool, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,5,"students for researchers for alumni for affiliates for visitors restricted and public. classification level description regulated regulated data is information that is protected by local, national, or international statute or regulation mandating certain restrictions. regulated information constitutes an area of critical concern because of the severe risk to the university, its affiliates and to individuals, should information be inappropriately accessed, altered, disclosed or destroyed. regulated","classification, data, level, protect, public, regulate, researcher, restrict, risk, student, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,6,"university, its affiliates and to individuals, should information be inappropriately accessed, altered, disclosed or destroyed. regulated information requires strict control, very limited access and disclosure, which may be subject to legal restrictions. access to regulated data must be limited to authorized university employees (staff and faculty) with valid business need. where access to regulated data has been authorized, use of such data shall be limited","authorize, control, data, employee, faculty, regulate, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,7,"need. where access to regulated data has been authorized, use of such data shall be limited to the purpose required to perform university business. authorized users must respect the confidentiality and privacy of individuals whose regulated information they access, observe ethical restrictions that apply to the information they access, and abide by applicable laws and policies with respect to accessing, using, or disclosing information. examples","applicable, authorize, data, law, policy, privacy, regulate, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,8,"and abide by applicable laws and policies with respect to accessing, using, or disclosing information. examples of regulated data include: student academic and financial records, regulated by the family educational rights and privacy act (ferpa). government-issued identification numbers, including social security numbers, driver license numbers, and passport numbers. individuals financial account numbers, including credit card numbers and bank account numbers. data, information, or technical specifications",
Data Classification Guide _ GW Information Technology _ The George Washington University,9,"financial account numbers, including credit card numbers and bank account numbers. data, information, or technical specifications not in the public domain that are regulated by export control laws, excluding technology or software that arises during, or results from, fundamental research under section 734.8 of the export administration regulations (ear). data owners in partnership with their appointed data stewards are responsible for implementing appropriate managerial, operational,","control, data, law, public, regulate, research, software, technology"
Data Classification Guide _ GW Information Technology _ The George Washington University,10,"data owners in partnership with their appointed data stewards are responsible for implementing appropriate managerial, operational, physical, and role-based controls. consult with the gw data governance team and gw information technology, for guidance or questions regarding access to, use of, transmission of, and disposal of regulated information (data protection guide) restricted restricted data is information that is not generally available to the public, but deemed","control, data, guidance, guide, physical, protection, public, regulate, restrict, technology"
Data Classification Guide _ GW Information Technology _ The George Washington University,11,"guide) restricted restricted data is information that is not generally available to the public, but deemed confidential due to university policies, contracts, regulations or due to proprietary considerations. access to restricted data must be limited to appropriate university faculty, staff, students, or other authorized users with valid business need. this information must be protected from unauthorized access, use, or disclosure. if disclosed, altered or destroyed,","authorize, data, faculty, guide, policy, protect, public, restrict, student, unauthorized, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,12,"this information must be protected from unauthorized access, use, or disclosure. if disclosed, altered or destroyed, restricted data could cause moderate adverse impact to the individual, university or its affiliates. examples of restricted data include: payroll and tax information, performance appraisals legal records and contracts; general ledger data, facilities records internal directory information 11/19/25, 5:32 am data classification guide gw information technology the george washington","classification, data, facility, guide, protect, record, restrict, technology, unauthorized, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,13,"records internal directory information 11/19/25, 5:32 am data classification guide gw information technology the george washington university 2/4 classification level description public public data is information that can be freely used, reused and redistributed by anyone with no existing local, national or international legal restrictions on access or usage. security controls are required to protect public data, against unauthorized modification or destruction. if altered or","classification, control, data, guide, level, protect, public, record, security, technology, unauthorized, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,14,"security controls are required to protect public data, against unauthorized modification or destruction. if altered or destroyed, public data would cause little or no adverse impact to the university, its affiliates, or the individual. example of public data include: announcements and press releases public event information public directories and maps view examples of regulated and restricted data types. submit request ithelp@gwu.edu view my tickets reset","control, data, event, ithelpgwu, protect, public, regulate, restrict, security, unauthorized, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,15,"maps view examples of regulated and restricted data types. submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days week walk-in walk-in support centers knowledge base explore our knowledge base for how-to articles and guides. it help academic center washington, dc 20052 ithelp@gwu.edu 11/19/25, 5:32 am data classification guide gw information technology the george washington university 3/4 mailto:ithelp@gwu.edu mailto:ithelp@gwu.edu","academic, classification, classroom, data, explore, guide, ithelpgwu, knowledge, phone, regulate, restrict, technology, university"
Data Classification Guide _ GW Information Technology _ The George Washington University,16,"11/19/25, 5:32 am data classification guide gw information technology the george washington university 3/4 mailto:ithelp@gwu.edu mailto:ithelp@gwu.edu campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:32 am data classification guide gw information technology the george washington university 4/4","accessibility, barrier, classification, data, guide, ithelpgwu, policy, privacy, technology, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,1,"data protection guide gw information technology the george washington university information technology get help explore tools services tools services by category administrative and business business capability and process automation data, reporting, and analytics data management business intelligence services data integration data lake data governance data reporting institutional data data governance center data classification protection data classification guide data protection guide data quality data stewardship data","administrative, capability, classification, data, explore, guide, protection, quality, technology, tool, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,2,"governance center data classification protection data classification guide data protection guide data quality data stewardship data sharing data awareness financial and procurement systems human resource systems student information systems communication and collaboration desktop and mobile computing it professional services information security infrastructure data protection guide protecting gw institutional data from unauthorized access or use is critical to maintaining the confidentiality, integrity, and availability of all","classification, collaboration, data, guide, human, integrity, mobile, protect, protection, quality, resource, security, student, system, unauthorized"
Data Protection Guide _ GW Information Technology _ The George Washington University,3,"from unauthorized access or use is critical to maintaining the confidentiality, integrity, and availability of all data stored, processed, printed, and/or transmitted by faculty, staff and, where applicable, third parties. throughout its lifecycle, institutional data must be protected in manner that is consistent with contractual or legal requirements. additionally, data protection measures must be reasonable and appropriate for the classification level. for example, document that","data, faculty, integrity, level, transmit, unauthorized"
Data Protection Guide _ GW Information Technology _ The George Washington University,4,"data protection measures must be reasonable and appropriate for the classification level. for example, document that contains regulated and public information must be managed and protected in accordance with requirements for regulated information. this guide outlines data protection measures for gw institutional data. when procuring software or third-party services that will involve access to or use of institutional data, faculty and staff are required to","classification, data, faculty, guide, level, measure, protect, protection, public, regulate, requirement, software"
Data Protection Guide _ GW Information Technology _ The George Washington University,5,"that will involve access to or use of institutional data, faculty and staff are required to follow gw’s procurement process to ensure compliance with gw privacy and security protocols. view physical security best practices. data category risk level regulated high risk restricted medium risk public low risk network all network traffic must be encrypted in transit using at least tls v1.1.(tls v1.2 is strongly encouraged).","compliance, data, faculty, gws, level, physical, practice, privacy, public, regulate, restrict, risk, security, strongly, tls"
Data Protection Guide _ GW Information Technology _ The George Washington University,6,"network traffic must be encrypted in transit using at least tls v1.1.(tls v1.2 is strongly encouraged). it’s always preferable to use the strongest cipher available when transmitting regulated information, especially when transmitting to third party. all network traffic must be encrypted in transit using at least tls v1.1.(tls v1.2 is strongly encouraged). no limitations workstations or mobile devices gw-owned or approved (desktop, laptop, phone, tablet)","device, mobile, owned, phone, regulate, strongly, tls"
Data Protection Guide _ GW Information Technology _ The George Washington University,7,"is strongly encouraged). no limitations workstations or mobile devices gw-owned or approved (desktop, laptop, phone, tablet) regulated data may be accessed and processed using gw-owned or approved workstations or mobile devices (such devices are configured and managed by the university and must be encrypted). the following security controls must be in place: strong password encryption remote wiping capability registered and managed by the gw it","capability, control, data, device, encryption, mobile, owned, phone, regulate, security, strongly, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,8,be in place: strong password encryption remote wiping capability registered and managed by the gw it mobile device management service. restricted data may be be accessed and processed using gw owned or approved workstations or mobile devices (such devices are configured and managed by the university and must be encrypted). the following security controls must be in place: strong password encryption remote wiping capability registered,"capability, control, data, device, encryption, mobile, owned, restrict, security, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,9,"encrypted). the following security controls must be in place: strong password encryption remote wiping capability registered and managed by the gw it mobile device management service. no limitations home explore tools services tools services by category administrative and business data, reporting, and analytics data management data governance data classification protection data protection guide |get started support security academic technology explore tools services gw status about","academic, administrative, capability, classification, control, data, device, encryption, explore, guide, mobile, protection, security, technology, tool"
Data Protection Guide _ GW Information Technology _ The George Washington University,10,"protection data protection guide |get started support security academic technology explore tools services gw status about 12/7/25, 9:48 am data protection guide gw information technology the george washington university 1/7 research teaching and learning for faculty for staff for students for researchers for alumni for affiliates for visitors data category risk level regulated high risk restricted medium risk public low risk personally owned devices (desktop,","academic, data, device, explore, faculty, guide, learn, level, owned, protection, public, regulate, research, researcher, restrict, risk, security, student, teach, technology, tool, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,11,"category risk level regulated high risk restricted medium risk public low risk personally owned devices (desktop, laptop, phone, tablet) regulated information may not be downloaded, stored or synchronized on personally owned workstations or mobile devices. gw storage systems approved for regulated information may be accessed but not installed. requirements for accessing regulated information from personally owned workstations or mobile devices are: full disk encryption (fde)","device, encryption, install, level, mobile, owned, phone, public, regulate, requirement, restrict, risk, system"
Data Protection Guide _ GW Information Technology _ The George Washington University,12,for accessing regulated information from personally owned workstations or mobile devices are: full disk encryption (fde) use of vpn (use the gw vpn when working remotely and accessing regulated data.) must be password protected anti-virus anti- spyware software must be active and maintained up to date updates for all installed software should be installed within reasonable period firmware and driver updates should be installed within,"data, device, encryption, install, mobile, owned, protect, regulate, software"
Data Protection Guide _ GW Information Technology _ The George Washington University,13,"installed software should be installed within reasonable period firmware and driver updates should be installed within reasonable period restricted information may not be downloaded, stored or synchronized on personally owned workstations or mobile devices. gw storage systems approved for restricted information may be accessed but not installed. requirements for accessing restricted information from personally owned workstations or mobile devices are: full disk encryption (fde) use","device, encryption, install, mobile, owned, requirement, restrict, software, system"
Data Protection Guide _ GW Information Technology _ The George Washington University,14,accessing restricted information from personally owned workstations or mobile devices are: full disk encryption (fde) use of vpn (use the gw vpn when working remotely and accessing restricted data.) must be password protected anti-virus anti- spyware software must be active and maintained up to date updates for all installed software should be installed within reasonable period firmware and driver updates should be installed within reasonable,"data, device, encryption, install, mobile, owned, protect, restrict, software"
Data Protection Guide _ GW Information Technology _ The George Washington University,15,"software should be installed within reasonable period firmware and driver updates should be installed within reasonable period no limitations 12/7/25, 9:48 am data protection guide gw information technology the george washington university 2/7 data category risk level regulated high risk restricted medium risk public low risk storage regulated information may be stored only on gw it hosted or approved servers or services (such as file","data, guide, host, install, level, protection, public, regulate, restrict, risk, software, technology, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,16,"may be stored only on gw it hosted or approved servers or services (such as file sharing or collaboration services, cloud- based services, cloud-based back-up and recovery services, etc.) documents containing regulated data may be stored in the following gw systems: gw box gw documents (documentum) never store regulated information on laptops or mobile devices, including usb and external hard drives. regulated data in physical","cloud, collaboration, data, device, host, mobile, physical, regulate, system"
Data Protection Guide _ GW Information Technology _ The George Washington University,17,"information on laptops or mobile devices, including usb and external hard drives. regulated data in physical form (paper, media) should be secured (locked) at all times and access should be restricted only to authorized users, with legitimate business need. restricted data may be stored on departmental, gw it hosted or approved cloud-based systems. documents containing restricted data may be stored in the following gw systems:","authorize, cloud, data, device, host, legitimate, mobile, physical, regulate, restrict, system"
Data Protection Guide _ GW Information Technology _ The George Washington University,18,"or approved cloud-based systems. documents containing restricted data may be stored in the following gw systems: gw box gw google drive gw sharepoint gw ms teams gw documents (documentum) restricted data in physical form (paper, media) should be secured at all times and access should be restricted only to authorized users, with legitimate business need. no limitations access access to regulated data must be limited","authorize, cloud, data, legitimate, physical, regulate, restrict, system"
Data Protection Guide _ GW Information Technology _ The George Washington University,19,"authorized users, with legitimate business need. no limitations access access to regulated data must be limited to only authorized individuals (staff, faculty), who have legitimate reason to access it (on business “need to know” basis). data custodians are responsible for all access and permissions to regulated data in their custody. data custodians must: determine who needs access to the regulated data in their custody and","authorize, custody, data, faculty, legitimate, regulate"
Data Protection Guide _ GW Information Technology _ The George Washington University,20,"custody. data custodians must: determine who needs access to the regulated data in their custody and what permission level needed for each individual. follow the principle of least privilege: give individuals the lowest permission levels needed to perform their assigned tasks. periodically review access to the access to restricted data must be limited to only authorized individuals (staff, faculty), who have legitimate reason to access","authorize, custody, data, faculty, legitimate, level, regulate, restrict, review"
Data Protection Guide _ GW Information Technology _ The George Washington University,21,"data must be limited to only authorized individuals (staff, faculty), who have legitimate reason to access it. data custodians are responsible for all access and permissions to restricted data in their custody. data custodians must: determine who needs access to the restricted data in their custody and what permission level needed for each individual. follow the principle of least privilege: give individuals the lowest permission","authorize, custody, data, faculty, legitimate, level, restrict"
Data Protection Guide _ GW Information Technology _ The George Washington University,22,"level needed for each individual. follow the principle of least privilege: give individuals the lowest permission levels needed to perform their assigned tasks. no limitations 12/7/25, 9:48 am data protection guide gw information technology the george washington university 3/7 data category risk level regulated high risk restricted medium risk public low risk regulated data in their custody. 12/7/25, 9:48 am data protection guide gw information","custody, data, guide, level, protection, public, regulate, restrict, risk, technology, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,23,"public low risk regulated data in their custody. 12/7/25, 9:48 am data protection guide gw information technology the george washington university 4/7 data category risk level regulated high risk restricted medium risk public low risk transmission (emailing) use only secure methods to transmit regulated information.do not include regulated information in the body of an email or as an attachment. to transmit (email) regulated data to","custody, data, guide, level, protection, public, regulate, restrict, risk, secure, technology, transmit, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,24,"in the body of an email or as an attachment. to transmit (email) regulated data to another university email address, use links instead of attachments. store the regulated information in gw box and email link to the file. regulated data must be encrypted during transmission outside gw network. if there is business need to email regulated data to non- university recipients, it must be encrypted.","data, regulate, transmit, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,25,"there is business need to email regulated data to non- university recipients, it must be encrypted. to activate encryption of your university email account, submit gw email encryption access request to gw it. emailing regulated information to or from personal email address is strictly prohibited. use only secure methods to transmit restricted information. to transmit (email) restricted data to another university email address, use links","data, encryption, personal, regulate, restrict, secure, transmit, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,26,"to transmit restricted information. to transmit (email) restricted data to another university email address, use links instead of attachments. store the restricted information in one of the approved storage systems listed above, and email link to the file. restricted data must be encrypted during transmission outside gw network. if there is business need to email restricted data to non- university recipients, your email account must","data, restrict, system, transmit, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,27,"there is business need to email restricted data to non- university recipients, your email account must be encrypted. to activate encryption of your university email account, submit gw email encryption access request to gw it. emailing restricted information to or from personal email address is strictly prohibited. no limitations reproduction avoid printing or copying regulated data. the minimum necessary prints copies may be made only","data, encryption, personal, prints, regulate, restrict, university"
Data Protection Guide _ GW Information Technology _ The George Washington University,28,"reproduction avoid printing or copying regulated data. the minimum necessary prints copies may be made only by permission of originator or designates. working copies (prints) containing regulated data should be secured at all times and permanently destroyed (shredded) when no longer needed. regulated data should never be printed or copied using public (non- gw) device. as general rule, employees are not allowed to take regulated","data, device, employee, prints, public, regulate"
